Produktnamn;Art.nr;Varumärke;Produkt-URL;Kategori;Pris;Lagerstatus;EAN;Bild-URL;Baspris
Authentis Digestive 17 cl 4-p;4400170;Spiegelau;https://vinlagring.se/authentis-digestive-17-cl-4-p-3.html;Root Catalog-Default Category-Glas & Karaffer-Drinkglas / Cocktailglas;599.00;in stock;;https://vinlagring.se/media/catalog/product/4/4/4400170_wf-uhospno9.jpg;599.00
Authentis Bordeaux 65 cl 4-p;4400177;Spiegelau;https://vinlagring.se/authentis-bordeaux-65-cl-4-p-3.html;Root Catalog-Default Category-Glas & Karaffer-Vinglas;365.00;in stock;;https://vinlagring.se/media/catalog/product/4/4/4400177_wu-czym9m_t.jpg;599.00
Authentis Burgundy 75 cl 4-p;4400180;Spiegelau;https://vinlagring.se/authentis-burgundy-75-cl-4-p-3.html;Root Catalog-Default Category-Glas & Karaffer-Vinglas;599.00;in stock;;https://vinlagring.se/media/catalog/product/4/4/4400180_wu-efgl7arw.jpg;599.00
Authentis Rödvinsglas 48 cl 4-p;4400181;Spiegelau;https://vinlagring.se/authentis-rodvinsglas-48-cl-4-p-3.html;Root Catalog-Default Category-Glas & Karaffer-Vinglas;599.00;in stock;;https://vinlagring.se/media/catalog/product/4/4/4400181_wu-h00_vzl_.jpg;599.00
Authentis Vitvinsglas 42 cl 4-p;4400182;Spiegelau;https://vinlagring.se/authentis-vitvinsglas-42-cl-4-p-3.html;Root Catalog-Default Category-Glas & Karaffer-Vinglas;599.00;in stock;;https://vinlagring.se/media/catalog/product/4/4/4400182_thumbnail-bop9teoj.jpg;599.00
Authentis Vitvinsglas 36 cl 4-p ;4400183;Spiegelau;https://vinlagring.se/authentis-vitvinsglas-36-cl-4-p-3.html;Root Catalog-Default Category-Glas & Karaffer-Vinglas;441.00;in stock;;https://vinlagring.se/media/catalog/product/4/4/4400183_wf-mwsal9ps.jpg;599.00
Authentis Champagneglas 27 cl 4-p;4400185;Spiegelau;https://vinlagring.se/authentis-champagneglas-27-cl-4-p-3.html;Root Catalog-Default Category-Glas & Karaffer-Champagneglas;365.00;in stock;;https://vinlagring.se/media/catalog/product/4/4/4400185_wf-kd7dbpni.jpg;599.00
Authentis Champagneglas 19 cl 4-p;4400187;Spiegelau;https://vinlagring.se/authentis-champagneglas-19-cl-4-p-3.html;Root Catalog-Default Category-Glas & Karaffer-Champagneglas;599.00;in stock;;https://vinlagring.se/media/catalog/product/4/4/4400187_wf-hl8lhoci.jpg;599.00
Special Glasses Prosecco 27 cl 4-p;4400275;Spiegelau;https://vinlagring.se/special-glasses-prosecco-27-cl-4-p-3.html;Root Catalog-Default Category-Glas & Karaffer-Champagneglas;599.00;in stock;;https://vinlagring.se/media/catalog/product/4/4/4400275_wu-f3vtxezb.jpg;599.00
Special Glasses Rose Glas 48 cl 4-p;4400281;Spiegelau;https://vinlagring.se/special-glasses-rose-glas-48-cl-4-p-3.html;Root Catalog-Default Category-Glas & Karaffer-Vinglas;599.00;in stock;;https://vinlagring.se/media/catalog/product/4/4/4400281_wu-0udl0fok.jpg;599.00
Special Glasses Premium Whisky Snifter 28 cl 2-p;4460167;Spiegelau;https://vinlagring.se/special-glasses-premium-whisky-snifter-28-cl-2-p-6.html;Root Catalog-Default Category-Glas & Karaffer-Whiskeyglas;349.00;in stock;;https://vinlagring.se/media/catalog/product/4/4/4460167_wu-mzygqhow.jpg;349.00
Special Glasses Single Barrel Bourbon 34 cl 4-p;4460176;Spiegelau;https://vinlagring.se/special-glasses-single-barrel-bourbon-34-cl-4-p-3.html;Root Catalog-Default Category-Glas & Karaffer-Whiskeyglas;599.00;in stock;;https://vinlagring.se/media/catalog/product/4/4/4460176_wu-sdw4wsue.jpg;599.00
Special Glasses Premium Whisky 28 cl 4-p;4460177;Spiegelau;https://vinlagring.se/special-glasses-premium-whisky-28-cl-4-p-3.html;Root Catalog-Default Category-Glas & Karaffer-Whiskeyglas;599.00;in stock;;https://vinlagring.se/media/catalog/product/4/4/4460177_wu-xgnvatd8.jpg;599.00
Vino Grande Burgundy 71 cl 4-p;4510270;Spiegelau;https://vinlagring.se/vino-grande-burgundy-71-cl-4-p-3.html;Root Catalog-Default Category-Glas & Karaffer-Vinglas;769.00;in stock;;https://vinlagring.se/media/catalog/product/4/5/4510270_wf-axtftn1-.jpg;769.00
Vino Grande Rödvinsglas 42 cl 4-p;4510271;Spiegelau;https://vinlagring.se/vino-grande-rodvinsglas-42-cl-4-p-3.html;Root Catalog-Default Category-Glas & Karaffer;769.00;in stock;;https://vinlagring.se/media/catalog/product/4/5/4510271_wf-vd8ha4x3.jpg;769.00
Vino Grande Vitvinsglas 33 cl 4-p;4510272;Spiegelau;https://vinlagring.se/vino-grande-vitvinsglas-33-cl-4-p-3.html;Root Catalog-Default Category-Glas & Karaffer-Vinglas;769.00;in stock;;https://vinlagring.se/media/catalog/product/4/5/4510272_wf-zgk6hbqb.jpg;769.00
Vino Grande Spirit 11,5 cl 4-p;4510273;Spiegelau;https://vinlagring.se/vino-grande-spirit-11-5-cl-4-p-3.html;Root Catalog-Default Category-Glas & Karaffer-Drinkglas / Cocktailglas;709.00;in stock;;https://vinlagring.se/media/catalog/product/k/k/kkl.jpg;709.00
Vino Grande Beer Tulip 37 cl 4-p;4510274;Spiegelau;https://vinlagring.se/vino-grande-beer-tulip-37-cl-4-p-3.html;Root Catalog-Default Category-Glas & Karaffer-Ölglas;709.00;in stock;;https://vinlagring.se/media/catalog/product/4/5/4510274_wf-ve_v1vqp.jpg;709.00
Vino Grande Champagneglas 18,5 cl 4-p;4510275;Spiegelau;https://vinlagring.se/vino-grande-champagneglas-18-5-cl-4-p-3.html;Root Catalog-Default Category-Glas & Karaffer-Champagneglas;769.00;in stock;;https://vinlagring.se/media/catalog/product/4/5/4510275_wf-dzdrjrd8.jpg;769.00
Vino Grande Bordeaux 62 cl 4-p;4510277;Spiegelau;https://vinlagring.se/vino-grande-bordeaux-62-cl-4-p-3.html;Root Catalog-Default Category-Glas & Karaffer-Vinglas;769.00;in stock;;https://vinlagring.se/media/catalog/product/4/5/4510277_thumbnail-xbp4-mxm.jpg;769.00
Brandy Special 55,8 cl 4-p;4510378;Spiegelau;https://vinlagring.se/brandy-special-55-8-cl-4-p-3.html;Root Catalog-Default Category-Glas & Karaffer-Whiskeyglas;629.00;in stock;;https://vinlagring.se/media/catalog/product/4/5/4510378_wu-soanam4a.jpg;629.00
Style Burgundy 64 cl 4-p;4670180;Spiegelau;https://vinlagring.se/style-burgundy-64-cl-4-p-3.html;Root Catalog-Default Category-Glas & Karaffer-Vinglas;499.00;in stock;;https://vinlagring.se/media/catalog/product/4/6/4670180_wu-2f8-sgl_.jpg;499.00
Style Rödvinsglas 63 cl 4-p;4670181;Spiegelau;https://vinlagring.se/style-rodvinsglas-63-cl-4-p-3.html;Root Catalog-Default Category-Glas & Karaffer-Vinglas;499.00;in stock;;https://vinlagring.se/media/catalog/product/4/6/4670181_wu-rk0xdzem_1_.jpg;499.00
Style Vitvinsglas 44 cl 4-p;4670182;Spiegelau;https://vinlagring.se/style-vitvinsglas-44-cl-4-p-3.html;Root Catalog-Default Category-Glas & Karaffer-Vinglas;355.00;in stock;;https://vinlagring.se/media/catalog/product/4/6/4670182_wu-yrnvpcks.jpg;499.00
Style Champagneglas 24 cl 4-p ;4670187;Spiegelau;https://vinlagring.se/style-champagneglas-24-cl-4-p-3.html;Root Catalog-Default Category-Glas & Karaffer-Champagneglas;399.00;in stock;;https://vinlagring.se/media/catalog/product/4/6/4670187_wu-tjpu6k3z.jpg;499.00
Salute Burgundy Glas 81 cl 4-p;4720170;Spiegelau;https://vinlagring.se/salute-burgundy-glas-81-cl-4-p-3.html;Root Catalog-Default Category-Glas & Karaffer-Vinglas;599.00;in stock;;https://vinlagring.se/media/catalog/product/4/7/4720170_wf-pwkykavp.jpg;599.00
Salute Rödvinsglas 55 cl 4-p;4720171;Spiegelau;https://vinlagring.se/salute-rodvinsglas-55-cl-4-p-3.html;Root Catalog-Default Category-Glas & Karaffer-Vinglas;599.00;in stock;;https://vinlagring.se/media/catalog/product/4/7/4720171_wf-h9xcv2cz.jpg;599.00
Salute Vitvinsglas 47 cl 4-p;4720172;Spiegelau;https://vinlagring.se/salute-vitvinsglas-47-cl-4-p-3.html;Root Catalog-Default Category-Glas & Karaffer-Vinglas;599.00;in stock;;https://vinlagring.se/media/catalog/product/4/7/4720172_wf-cmqpao5s.jpg;599.00
Salute Champagne Glas 21 cl 4-p;4720175;Spiegelau;https://vinlagring.se/salute-champagne-glas-21-cl-4-p-3.html;Root Catalog-Default Category-Glas & Karaffer-Champagneglas;599.00;in stock;;https://vinlagring.se/media/catalog/product/4/7/4720175_wf-5blfolsp.jpg;599.00
Salute Bordeaux Glas 71 cl 4-p ;4720177;Spiegelau;https://vinlagring.se/salute-bordeaux-glas-71-cl-4-p-3.html;Root Catalog-Default Category-Glas & Karaffer-Vinglas;599.00;in stock;;https://vinlagring.se/media/catalog/product/4/7/4720177_wf-xxauxuze.jpg;599.00
Casual Entertaining Karaff 1,4 L ;4800188;Spiegelau;https://vinlagring.se/casual-entertaining-karaff-1-4-l-1.html;Root Catalog-Default Category-Tillbehör till baren-Vintillbehör-Dekanteringskaraff;519.00;in stock;;https://vinlagring.se/media/catalog/product/4/8/4800188_wf-35pi2y2m.jpg;519.00
Craft Beer Barrel aged 48 cl 4-p ;4991380;Spiegelau;https://vinlagring.se/craft-beer-barrel-aged-48-cl-4-p-3.html;Root Catalog-Default Category-Glas & Karaffer-Ölglas;564.00;in stock;;https://vinlagring.se/media/catalog/product/4/9/4991380_wu-bibv4xoz.jpg;599.00
Craft Beer Stout 60 cl 4-p;4991381;Spiegelau;https://vinlagring.se/craft-beer-stout-60-cl-4-p-3.html;Root Catalog-Default Category-Glas & Karaffer-Ölglas;585.00;in stock;;https://vinlagring.se/media/catalog/product/4/9/4991381_wf-aln0_o5i.jpg;599.00
Craft Beer IPA 54 cl 4-p;4991382;Spiegelau;https://vinlagring.se/craft-beer-ipa-54-cl-4-p-3.html;Root Catalog-Default Category-Glas & Karaffer-Ölglas;599.00;in stock;;https://vinlagring.se/media/catalog/product/4/9/4991382_wf-ikybhfpq.jpg;599.00
Craft Beer American Wheat 75 cl 4-p;4991383;Spiegelau;https://vinlagring.se/craft-beer-american-wheat-75-cl-4-p-3.html;Root Catalog-Default Category-Glas & Karaffer-Ölglas;599.00;in stock;;https://vinlagring.se/media/catalog/product/4/9/4991383_wf-pgb0ukz3.jpg;599.00
Craft Beer craft pils 38 cl 4-p;4991385;Spiegelau;https://vinlagring.se/craft-beer-craft-pils-38-cl-4-p-3.html;Root Catalog-Default Category-Glas & Karaffer-Ölglas;599.00;in stock;;https://vinlagring.se/media/catalog/product/4/9/4991385_wf_200ml-vdfnv9pf.jpg;599.00
Beer Classic Tall Pils 43 cl 4-p;4991970;Spiegelau;https://vinlagring.se/beer-classic-tall-pils-43-cl-4-p-3.html;Root Catalog-Default Category-Glas & Karaffer-Ölglas;599.00;in stock;;https://vinlagring.se/media/catalog/product/4/9/4991970_thumbnail-zzpdli1i.jpg;599.00
Beer Classic Lager 56 cl 4-p;4991971;Spiegelau;https://vinlagring.se/beer-classic-lager-56-cl-4-p-3.html;Root Catalog-Default Category-Glas & Karaffer-Ölglas;599.00;in stock;;https://vinlagring.se/media/catalog/product/4/9/4991971_wf-fuvwaswk.jpg;599.00
Beer Classic Tulip 44 cl 4-p;4991974;Spiegelau;https://vinlagring.se/beer-classic-tulip-44-cl-4-p-3.html;Root Catalog-Default Category-Glas & Karaffer-Ölglas;599.00;in stock;;https://vinlagring.se/media/catalog/product/4/9/4991974_wf-a8zo748p.jpg;599.00
Beer Classic Wheat 70 cl 4-p;4991975;Spiegelau;https://vinlagring.se/beer-classic-wheat-70-cl-4-p-3.html;Root Catalog-Default Category-Glas & Karaffer-Ölglas;599.00;in stock;;https://vinlagring.se/media/catalog/product/4/9/4991975_thumbnail-_-z9z5oy.jpg;599.00
Novo Karaff 0,75 L;7550159;Spiegelau;https://vinlagring.se/novo-karaff-0-75-l-1.html;Root Catalog-Default Category-Tillbehör till baren-Vintillbehör-Dekanteringskaraff;3949.00;in stock;;https://vinlagring.se/media/catalog/product/7/4/7480159_wu-es_afc9c.jpg;3949.00
Special Glasses Shotglas 5,5 cl 6-p;9000191;Spiegelau;https://vinlagring.se/special-glasses-shotglas-5-5-cl-6-p-4.html;Root Catalog-Default Category-Glas & Karaffer-Drinkglas / Cocktailglas;519.00;in stock;;https://vinlagring.se/media/catalog/product/9/0/9000191_wu-3sx94hiz.jpg;519.00
Bossa Nova Vas smal 28cm;80727;Nachtmann;https://vinlagring.se/bossa-nova-vas-smal-28cm-2.html;Root Catalog-Default Category-Tillbehör till vin-Övrigt;559.00;in stock;;https://vinlagring.se/media/catalog/product/6/3/6397-47-80727.jpg;559.00
Bossa Nova Vas 28cm;80729;Nachtmann;https://vinlagring.se/bossa-nova-vas-28cm-2.html;Root Catalog-Default Category-Tillbehör till vin-Övrigt;1139.00;in stock;;https://vinlagring.se/media/catalog/product/1/1/11671-47-900-00059.jpg;1139.00
Bossa Nova Vas 16cm;82087;Nachtmann;https://vinlagring.se/bossa-nova-vas-16cm-4.html;Root Catalog-Default Category-Tillbehör till vin-Övrigt;239.00;in stock;;https://vinlagring.se/media/catalog/product/1/1/11669-47-82087.jpg;239.00
Bossa Nova Vas 20cm;82088;Nachtmann;https://vinlagring.se/bossa-nova-vas-20cm-4.html;Root Catalog-Default Category-Tillbehör till vin-Övrigt;379.00;in stock;;https://vinlagring.se/media/catalog/product/1/1/11670-47-91pb82w7sbl.jpg;379.00
Julia Paola Karaff 0,75l;8055;Nachtmann;https://vinlagring.se/julia-paola-karaff-0-75l-4.html;Root Catalog-Default Category-Tillbehör till baren-Vintillbehör-Dekanteringskaraff;1729.00;in stock;;https://vinlagring.se/media/catalog/product/9/2/9224-47-80552.jpg;1729.00
Quartz Vas 26cm;88332;Nachtmann;https://vinlagring.se/quartz-vas-26cm-2.html;Root Catalog-Default Category-Tillbehör till vin-Övrigt;379.00;in stock;;https://vinlagring.se/media/catalog/product/4/0/4045-47-88332.jpg;599.00
Quartz Vas oval 16cm ;88333;Nachtmann;https://vinlagring.se/quartz-vas-oval-16cm-2.html;Root Catalog-Default Category-Tillbehör till vin-Övrigt;319.00;in stock;;https://vinlagring.se/media/catalog/product/1/1/11741-47-88333.jpg;319.00
Sculpture Vas 33cm;101982;Nachtmann;https://vinlagring.se/sculpture-vas-33cm-2.html;Root Catalog-Default Category-Tillbehör till vin-Övrigt;1329.00;in stock;;https://vinlagring.se/media/catalog/product/7/7/7748-47-90053.jpg;1329.00
Sculpture Karaff set 3-del;101984;Nachtmann;https://vinlagring.se/sculpture-karaff-set-3-del-2.html;Root Catalog-Default Category-Tillbehör till baren-Vintillbehör-Dekanteringskaraff;1450.00;in stock;;https://vinlagring.se/media/catalog/product/7/7/7751-47-91900.jpg;2179.00
Shu Fa Tumbler 33cl 4-p ;98063;Nachtmann;https://vinlagring.se/shu-fa-tumbler-33cl-4-p-4.html;Root Catalog-Default Category-Glas & Karaffer-Whiskeyglas;499.00;in stock;;https://vinlagring.se/media/catalog/product/1/1/11654-47-98063.jpg;499.00
Shu Fa Longdrink 36cl 4-p;98064;Nachtmann;https://vinlagring.se/shu-fa-longdrink-36cl-4-p-4.html;Root Catalog-Default Category-Glas & Karaffer-Drinkglas / Cocktailglas;499.00;in stock;;https://vinlagring.se/media/catalog/product/1/1/11653-47-98064.jpg;499.00
Square Vas 23cm;97781;Nachtmann;https://vinlagring.se/square-vas-23cm-2.html;Root Catalog-Default Category-Tillbehör till vin-Övrigt;719.00;in stock;;https://vinlagring.se/media/catalog/product/4/3/434.jpg;719.00
Square Vas 28cm ;97782;Nachtmann;https://vinlagring.se/square-vas-28cm-2.html;Root Catalog-Default Category-Tillbehör till vin-Övrigt;1199.00;in stock;;https://vinlagring.se/media/catalog/product/a/a/aaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaa1.jpg;1199.00
ViNova Rödvinsglas 84cl 4-p;98072;Nachtmann;https://vinlagring.se/vinova-rodvinsglas-84cl-4-p-3.html;Root Catalog-Default Category-Tillbehör till vin-Vintillbehör;509.00;in stock;;https://vinlagring.se/media/catalog/product/1/1/11618-47-98072.jpg;509.00
ViNova Rödvinsglas 55cl 4-p ;98073;Nachtmann;https://vinlagring.se/vinova-rodvinsglas-55cl-4-p-3.html;Root Catalog-Default Category-Glas & Karaffer-Vinglas;464.00;in stock;;https://vinlagring.se/media/catalog/product/1/1/11621-47-image-5345_1_.jpg;509.00
ViNova Vitvinsglas 38cl 4-p;98074;Nachtmann;https://vinlagring.se/vinova-vitvinsglas-38cl-4-p-3.html;Root Catalog-Default Category-Glas & Karaffer-Vinglas;509.00;in stock;;https://vinlagring.se/media/catalog/product/1/1/11623-47-98074.jpg;509.00
ViNova Champagneglas 28cl 4-p;98075;Nachtmann;https://vinlagring.se/vinova-champagneglas-28cl-4-p-3.html;Root Catalog-Default Category-Glas & Karaffer-Champagneglas;463.00;in stock;;https://vinlagring.se/media/catalog/product/1/1/11655-47-98075.jpg;509.00
ViNova Rödvinsglas 68cl 4-p;98076;Nachtmann;https://vinlagring.se/vinova-rodvinsglas-68cl-4-p-3.html;Root Catalog-Default Category-Glas & Karaffer-Vinglas;509.00;in stock;;https://vinlagring.se/media/catalog/product/1/1/11619-47-98076.jpg;509.00
Drift (BR) V Champagne/ Wine Cooler Height 21cm;DRFBR3432V;Robert Welch;https://vinlagring.se/drift-champagne-wine-cooler.html;Root Catalog-Default Category-Tillbehör till vin-Champagnekylare;2309.00;in stock;;https://vinlagring.se/media/catalog/product/r/b/rb12.jpg;2499.00
Drift (BR) V Champagne/ Wine Cooler Height 23cm;DRFBR3433V;Robert Welch;https://vinlagring.se/drift-champagne-wine-cooler-large.html;Root Catalog-Default Category-Tillbehör till vin-Champagnekylare;3259.00;in stock;;https://vinlagring.se/media/catalog/product/d/r/drfbr3433v.jpg;3259.00
Drift (BR) V Champagne Cooler Grand;DRFBR3434V;Robert Welch;https://vinlagring.se/drift-br-v-champagne-cooler-grand.html;Root Catalog-Default Category-Tillbehör till vin-Champagnekylare;3887.00;in stock;;https://vinlagring.se/media/catalog/product/r/b/rb11.jpg;5859.00
Drift (BR) V Champagne/ Wine Cooler Stand 235mm;DRFBR3435V;Robert Welch;https://vinlagring.se/drift-br-v-champagne-wine-cooler-stand-235mm.html;Root Catalog-Default Category-Tillbehör till vin-Champagnekylare;3629.00;in stock;;https://vinlagring.se/media/catalog/product/d/r/drfbr3535v.jpg;3629.00
Drift (BR) V Double Walled Wine Cooler;DRFBR3436V;Robert Welch;https://vinlagring.se/drift-double-walled-wine-cooler.html;Root Catalog-Default Category-Tillbehör till vin-Vinkylare / Flaskkylare;2239.00;in stock;;https://vinlagring.se/media/catalog/product/r/b/rb10.jpg;2239.00
Drift (BR) V Wine Coaster 135mm;DRFBR3439V;Robert Welch;https://vinlagring.se/drift-br-v-wine-coaster.html;Root Catalog-Default Category-Tillbehör till vin-Övrigt;899.00;in stock;;https://vinlagring.se/media/catalog/product/r/b/rb6.jpg;899.00
Drift (BR) V Jug 150ml;DRFBR3503V;Robert Welch;https://vinlagring.se/drift-br-v-jug-150ml.html;Root Catalog-Default Category-Glas & Karaffer-Vinkaraff & Whiskykaraff;849.00;in stock;;https://vinlagring.se/media/catalog/product/r/b/rb5.jpg;849.00
Drift (BR) V Jug 300ml;DRFBR3505V;Robert Welch;https://vinlagring.se/drift-br-v-jug-300ml.html;Root Catalog-Default Category-Glas & Karaffer-Vinkaraff & Whiskykaraff;1229.00;in stock;;https://vinlagring.se/media/catalog/product/r/b/rb4.jpg;1229.00
Drift (BR) V Jug 2 Litre;DRFBR3509V;Robert Welch;https://vinlagring.se/drift-br-v-jug-2-litre.html;Root Catalog-Default Category-Glas & Karaffer-Vinkaraff & Whiskykaraff;1569.00;in stock;;https://vinlagring.se/media/catalog/product/d/r/drfbr3510v.jpg;1569.00
Drift  (BR)V Pitcher 1L;DRFBR3511V;Robert Welch;https://vinlagring.se/drift-br-v-pitcher-1l.html;Root Catalog-Default Category-Glas & Karaffer-Vinkaraff & Whiskykaraff;1109.00;in stock;;https://vinlagring.se/media/catalog/product/r/b/rb2.jpg;1109.00
Drift (BR) V Pitcher 2L;DRFBR3512V;Robert Welch;https://vinlagring.se/drift-br-v-pitcher-2l.html;Root Catalog-Default Category-Glas & Karaffer-Vinkaraff & Whiskykaraff;1769.00;in stock;;https://vinlagring.se/media/catalog/product/r/b/rb.jpg;1769.00
mQuvée inbyggbar vinkyl, WineCave 187 Svart;WCD187ABH;mQuvée;https://vinlagring.se/winecave-187-stainless.html;Root Catalog-Default Category-Vinkyl & Vinkylskåp-Vinkyl för inbyggnad-Våra favoriter;29995.00;in stock;7,33007E+12;https://vinlagring.se/media/catalog/product/w/c/wcd187sh_1.jpeg;29995.00
CORAVIN Model Three Black;112209;Coravin;https://vinlagring.se/coravin-model-three-black.html;Root Catalog-Default Category-Tillbehör till baren-Vintillbehör-Coravin;2199.00;out of stock;;https://vinlagring.se/media/catalog/product/i/m/image_model3.png;2199.00
CORAVIN Model Three - Wine Lover Pack;112210;Coravin;https://vinlagring.se/coravin-model-three-black-wine-lover-pack.html;Root Catalog-Default Category-Tillbehör till baren-Vintillbehör-Coravin;2600.00;out of stock;8,50004E+11;https://vinlagring.se/media/catalog/product/i/m/image_model3wlp.png;2600.00
CORAVIN Model Six Candy Apple Red - Core;112213;Coravin;https://vinlagring.se/coravin-model-six-candy-apple-red.html;Root Catalog-Default Category-Tillbehör till baren-Vintillbehör-Coravin;3119.00;out of stock;8,50004E+11;https://vinlagring.se/media/catalog/product/c/o/coravin_model_six.png;3899.00
Temptech Connoisseur TCON5000SY;TCON5000SY;Temptech;https://vinlagring.se/temptech-connoisseur-tcon5000sy.html;Root Catalog-Default Category-Vinlagringsskåp-Fristående vinlagringsskåp-Singelzon-Nyheter;45891.00;in stock;5,60492E+12;https://vinlagring.se/media/catalog/product/t/c/tcon5000sy-1.jpg;53990.00
Temptech Connoisseur TCON196SYBL;TCON196SYBL;Temptech;https://vinlagring.se/temptech-connoisseur-tcon196syb-c.html;Root Catalog-Default Category-Vinlagringsskåp-Fristående vinlagringsskåp-Singelzon-Nyheter;24726.00;in stock;5,60492E+12;https://vinlagring.se/media/catalog/product/t/c/tcon196sybl-1_1.jpg;29090.00
Temptech BB338B3S barkylskåp;BB338B3S;Temptech;https://vinlagring.se/temptech-bb338b3s-barkylskap.html;Root Catalog-Default Category-Tillbehör till baren-Kylskåp för öl;11891.00;in stock;7090013675329;https://vinlagring.se/media/catalog/product/b/b/bb338b3s-2.jpg;13990.00
Temptech BB228B2S barkylskåp;BB228B2S;Temptech;https://vinlagring.se/temptech-bb228b2s-barkylskap.html;Root Catalog-Default Category-Tillbehör till baren-Kylskåp för öl;10106.00;in stock;7,09001E+12;https://vinlagring.se/media/catalog/product/b/b/bb228b2s-2.jpg;11890.00
Temptech Connoisseur TCON196SYBR;TCON196SYBR;Temptech;https://vinlagring.se/temptech-connoisseur-tcon196syb-c.html;Root Catalog-Default Category-Vinlagringsskåp-Fristående vinlagringsskåp-Singelzon-Nyheter;24726.00;in stock;5,60492E+12;https://vinlagring.se/media/catalog/product/t/c/tcon196sybl-1_1.jpg;29090.00
Temptech BB138B1H barkylskåp;BB138B1H;Temptech;https://vinlagring.se/temptech-bb138b1h-barkylskap.html;Root Catalog-Default Category-Tillbehör till baren-Kylskåp för öl;7301.00;in stock;7,09001E+12;https://vinlagring.se/media/catalog/product/b/b/bb138b1h-2.jpg;8590.00
Temptech BB118B1H barkylskåp;BB118B1H;Temptech;https://vinlagring.se/temptech-bb118b1h-barkylskap.html;Root Catalog-Default Category-Tillbehör till baren-Kylskåp för öl;6876.00;in stock;7,09001E+12;https://vinlagring.se/media/catalog/product/b/b/bb118b1h-2.jpg;8090.00
 Temptech Premium kylskåp VBC46SS;VWC46SS;Temptech;https://vinlagring.se/catalog/product/view/id/2766;;9341.00;in stock;;https://vinlagring.se/media/catalog/product/v/b/vbc46ss-1.jpg;10990.00
Temptech DC750B2H displaykylskåp;DC750B2H;Temptech;https://vinlagring.se/temptech-dc750b2h-displaykylskap.html;Root Catalog-Default Category-Hotell & Restaurang-Vinkyl till restaurang;18351.00;in stock;7,09001E+12;https://vinlagring.se/media/catalog/product/d/c/dc780b2h2.jpg;21590.00
Temptech DC280B1H displaykylskåp;DC280B1H;Temptech;https://vinlagring.se/temptech-dc280b1h-displaykylskap.html;Root Catalog-Default Category-Hotell & Restaurang-Vinkyl till restaurang;11891.00;in stock;7,09001E+12;https://vinlagring.se/media/catalog/product/d/c/dc280b1h2.jpg;13990.00
Temptech DC110B1H displaykylskåp;DC110B1H;Temptech;https://vinlagring.se/temptech-dc110b1h-displaykylskap.html;Root Catalog-Default Category-Hotell & Restaurang-Vinkyl till restaurang;8236.00;in stock;7,09001E+12;https://vinlagring.se/media/catalog/product/d/c/dc110b1h2.jpg;9690.00
Ib 32 32 - Individual 8X8;VCKA0010;Vintage Classic;https://vinlagring.se/vintage-classic-kit-rack-wine-rack-ib-32-32.html;Root Catalog-Default Category-Vinställ & Vinhylla-Exklusiva vinställ;2639.00;in stock;;https://vinlagring.se/media/catalog/product/i/b/ib_32_32_tom.jpg;2639.00
Ib 32 48 - Individuel 8X12;VCKB0010;Vintage Classic;https://vinlagring.se/vintage-classic-kit-rack-wine-rack-ib-32-48.html;Root Catalog-Default Category-Vinställ & Vinhylla-Exklusiva vinställ;3389.00;in stock;;https://vinlagring.se/media/catalog/product/i/b/ib_32_48_tom.jpg;3389.00
Ib 16 32 - Individual 4X8;VCKA0020;Vintage Classic;https://vinlagring.se/vintage-classic-kit-rack-wine-rack-ib-16-32.html;Root Catalog-Default Category-Vinställ & Vinhylla-Exklusiva vinställ;1499.00;in stock;;https://vinlagring.se/media/catalog/product/i/b/ib_16_32_tom_1.jpg;1499.00
Ib 16 48 - Individual 4X12;VCKB0020;Vintage Classic;https://vinlagring.se/vintage-classic-kit-rack-wine-rack-ib-16-48.html;Root Catalog-Default Category-Vinställ & Vinhylla-Exklusiva vinställ;1999.00;in stock;;https://vinlagring.se/media/catalog/product/i/b/ib_16_48_tom.jpg;1999.00
Ib Ice 32 - Individual 5X10 1/2;VCKA0030;Vintage Classic;https://vinlagring.se/vintage-classic-kit-rack-wine-rack-ib-ice-32-flaskor.html;Root Catalog-Default Category-Vinställ & Vinhylla-Exklusiva vinställ;1929.00;in stock;;https://vinlagring.se/media/catalog/product/i/b/ib_ice_32_tom.jpg;1929.00
Ib Ice 48 - Individual 5X15 1/2 ;VCKB0030;Vintage Classic;https://vinlagring.se/vintage-classic-kit-rack-vinstall-ib-ice-48-flaskor.html;Root Catalog-Default Category-Vinställ & Vinhylla-Exklusiva vinställ;2699.00;in stock;;https://vinlagring.se/media/catalog/product/i/b/ib_ice_48_tom.jpg;2699.00
Ib Corner 32 - Corner 4X8;VCKA0040;Vintage Classic;https://vinlagring.se/vintage-classic-kit-rack-wine-rack-ib-corner-32.html;Root Catalog-Default Category-Vinställ & Vinhylla-Exklusiva vinställ;2999.00;in stock;;https://vinlagring.se/media/catalog/product/i/b/ib_corner_32_tom.jpg;2999.00
Ib Corner 48 - Corner 4X12;VCKB0040;Vintage Classic;https://vinlagring.se/vintage-classic-kit-rack-wine-rack-ib-corner-48.html;Root Catalog-Default Category-Vinställ & Vinhylla-Exklusiva vinställ;3699.00;in stock;;https://vinlagring.se/media/catalog/product/i/b/ib_corner_48_tom.jpg;3699.00
